,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,OBJECTID,ID,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,VULEOPCT,MINORPOP,MINORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,PM25,OZONE,DSLPM,CANCER,RESP,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,D_PM25_2,D_OZONE_2,D_DSLPM_2,D_CANCR_2,D_RESP_2,D_PTRAF_2,D_LDPNT_2,D_PNPL_2,D_PRMP_2,D_PTSDF_2,D_UST_2,D_PWDIS_2,P_VULEOPCT,P_MINORPCT,P_LWINCPCT,P_UNEMPPCT,P_LNGISPCT,P_LESHSPCT,P_UNDR5PCT,P_OVR64PCT,P_PM25,P_OZONE,P_DSLPM,P_CANCR,P_RESP,P_PTRAF,P_LDPNT,P_PNPL,P_PRMP,P_PTSDF,P_UST,P_PWDIS,P_PM25_D2,P_OZONE_D2,P_DSLPM_D2,P_CANCR_D2,P_RESP_D2,P_PTRAF_D2,P_LDPNT_D2,P_PNPL_D2,P_PRMP_D2,P_PTSDF_D2,P_UST_D2,P_PWDIS_D2,B_VULEOPCT,B_MINORPCT,B_LWINCPCT,B_UNEMPPCT,B_LESHSPCT,B_LNGISPCT,B_UNDR5PCT,B_OVR64PCT,B_PM25,B_OZONE,B_DSLPM,B_CANCR,B_RESP,B_PTRAF,B_LDPNT,B_PNPL,B_PRMP,B_PTSDF,B_UST,B_PWDIS,B_PM25_D2,B_OZONE_D2,B_DSLPM_D2,B_CANCR_D2,B_RESP_D2,B_PTRAF_D2,B_LDPNT_D2,B_PNPL_D2,B_PRMP_D2,B_PTSDF_D2,B_UST_D2,B_PWDIS_D2,T_VULEOPCT,T_MINORPCT,T_LWINCPCT,T_UNEMPPCT,T_LNGISPCT,T_LESHSPCT,T_UNDR5PCT,T_OVR64PCT,T_PM25,T_OZONE,T_DSLPM,T_CANCR,T_RESP,T_PTRAF,T_LDPNT,T_PNPL,T_PRMP,T_PTSDF,T_UST,T_PWDIS,T_PM25_D2,T_OZONE_D2,T_DSLPM_D2,T_CANCR_D2,T_RESP_D2,T_PTRAF_D2,T_LDPNT_D2,T_PNPL_D2,T_PRMP_D2,T_PTSDF_D2,T_UST_D2,T_PWDIS_D2,EXCEED_COUNT_80,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,Shape_Length,Shape_Area
16,16,16,16,16,16,16,16,5600,5601,06037103401,California,CA,Los Angeles,9,2596.0,,,,,,0.264637904468413,,0.313174114021571,,0.216101694915254,,0.075857519788918,,0.019665683382498,,0.078345498783455,,0.031201848998459,,0.212249614791987,10.4843819178082,60.3446176470588,0.20697961388444,30.0,0.4,1188.62149377217,,0.538112522686025,0.125761240864148,0.652328283154175,2.41945760249953,0.0,,7.674499229583962,21.96494607087824,7.145223420647138,19.847842835130937,17.201463790446812,18.524653312788875,20.641756548536176,17.466101694915224,14.025808936825864,9.526964560862853,0.0,,19.0,16.0,41.0,70.0,22.0,36.0,15.0,82.0,29.0,83.0,27.0,75.0,65.0,70.0,78.0,66.0,53.0,36.0,0.0,,24.0,55.0,22.0,29.0,32.0,48.0,53.0,47.0,39.0,28.0,0.0,,2.0,2.0,5.0,8.0,4.0,3.0,2.0,9.0,3.0,9.0,3.0,8.0,7.0,8.0,8.0,7.0,6.0,4.0,1.0,0.0,3.0,6.0,3.0,3.0,4.0,5.0,6.0,5.0,4.0,3.0,1.0,0.0,19 %ile,16 %ile,41 %ile,70 %ile,22 %ile,36 %ile,15 %ile,82 %ile,29 %ile,83 %ile,27 %ile,75 %ile,65 %ile,70 %ile,78 %ile,66 %ile,53 %ile,36 %ile,0 %ile,,24 %ile,55 %ile,22 %ile,29 %ile,32 %ile,48 %ile,53 %ile,47 %ile,39 %ile,28 %ile,0 %ile,,,,,,,7552.815002806968,2056696.6588596213
17,17,17,17,17,17,17,17,5601,5602,06037103402,California,CA,Los Angeles,9,3795.0,,,,,,0.261074188282114,,0.440843214756258,,0.08130516180797,,0.036792452830189,,0.046410442349529,,0.145473041709053,,0.062714097496706,,0.163372859025032,10.4843819178082,60.3446176470588,0.20697961388444,30.0,0.4,325.671120429914,,0.708005249343832,0.119474701133981,0.371196327486192,0.919931503284956,0.0,,7.571151460181306,21.669157627415466,7.049003083617078,19.58056412115855,16.969822238337407,11.2261900961309,23.757751133672368,16.708748050055295,10.181893343002445,4.438261200795938,0.0,,19.0,29.0,8.0,27.0,41.0,56.0,58.0,64.0,29.0,83.0,27.0,75.0,65.0,43.0,91.0,64.0,39.0,17.0,0.0,,24.0,54.0,22.0,29.0,31.0,32.0,58.0,45.0,30.0,15.0,0.0,,2.0,3.0,1.0,3.0,6.0,5.0,6.0,7.0,3.0,9.0,3.0,8.0,7.0,5.0,10.0,7.0,4.0,2.0,1.0,0.0,3.0,6.0,3.0,3.0,4.0,4.0,6.0,5.0,4.0,2.0,1.0,0.0,19 %ile,29 %ile,8 %ile,27 %ile,41 %ile,56 %ile,58 %ile,64 %ile,29 %ile,83 %ile,27 %ile,75 %ile,65 %ile,43 %ile,91 %ile,64 %ile,39 %ile,17 %ile,0 %ile,,24 %ile,54 %ile,22 %ile,29 %ile,31 %ile,32 %ile,58 %ile,45 %ile,30 %ile,15 %ile,0 %ile,,,,,,,5406.011503986848,1612863.5529118967
18,18,18,18,18,18,18,18,5602,5603,06037104103,California,CA,Los Angeles,9,3969.0,,,,,,0.53018392542202,,0.898463088939279,,0.161904761904761,,0.049949545913219,,0.064027939464494,,0.252369252369252,,0.054925673973293,,0.157218442932728,10.2647704109589,61.0341274509804,0.185431543896124,30.0,0.4,2445.52657069516,,0.267937219730941,0.091465788992298,0.259462563979656,4.62658399188304,0.0,,13.78478206097252,44.53544973544968,12.19423028470646,39.7637944066515,34.4619551524313,44.00526581002766,28.09974804736705,28.62993197278908,15.9055177626606,29.69029982363312,0.0,,63.0,81.0,28.0,43.0,51.0,75.0,47.0,62.0,26.0,84.0,23.0,75.0,65.0,83.0,53.0,54.0,30.0,56.0,0.0,,39.0,85.0,34.0,63.0,60.0,84.0,64.0,63.0,42.0,66.0,0.0,,7.0,9.0,3.0,5.0,8.0,6.0,5.0,7.0,3.0,9.0,3.0,8.0,7.0,9.0,6.0,6.0,4.0,6.0,1.0,0.0,4.0,9.0,4.0,7.0,7.0,9.0,7.0,7.0,5.0,7.0,1.0,0.0,63 %ile,81 %ile,28 %ile,43 %ile,51 %ile,75 %ile,47 %ile,62 %ile,26 %ile,84 %ile,23 %ile,75 %ile,65 %ile,83 %ile,53 %ile,54 %ile,30 %ile,56 %ile,0 %ile,,39 %ile,85 %ile,34 %ile,63 %ile,60 %ile,84 %ile,64 %ile,63 %ile,42 %ile,66 %ile,0 %ile,,,,,,,4886.684515074279,1393597.6524387307
19,19,19,19,19,19,19,19,5603,5604,06037104105,California,CA,Los Angeles,9,5711.0,,,,,,0.717212397128348,,0.959551742251794,,0.474873052004902,,0.099009900990099,,0.188196721311475,,0.468499427262313,,0.05393101033094,,0.142181754508842,10.3302490410959,60.6387673202614,0.267699743606698,30.0,0.4,1081.65521643172,,0.132492113564668,0.093359359744123,0.447028999487112,9.6571044519521,0.0,,19.3647347224654,59.528628961652885,29.40570828226227,53.790929784626094,46.61880581334263,48.77044300472768,27.254071090877225,39.446681842059135,30.840133076518967,58.81141656452454,0.0,,89.0,91.0,81.0,84.0,86.0,95.0,45.0,54.0,27.0,83.0,41.0,75.0,65.0,68.0,38.0,55.0,43.0,82.0,0.0,,50.0,94.0,65.0,81.0,78.0,88.0,63.0,76.0,66.0,93.0,0.0,,9.0,10.0,9.0,9.0,11.0,9.0,5.0,6.0,3.0,9.0,5.0,8.0,7.0,7.0,4.0,6.0,5.0,9.0,1.0,0.0,6.0,10.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,10.0,1.0,0.0,89 %ile,91 %ile,81 %ile,84 %ile,86 %ile,95 %ile,45 %ile,54 %ile,27 %ile,83 %ile,41 %ile,75 %ile,65 %ile,68 %ile,38 %ile,55 %ile,43 %ile,82 %ile,0 %ile,,50 %ile,94 %ile,65 %ile,81 %ile,78 %ile,88 %ile,63 %ile,76 %ile,66 %ile,93 %ile,0 %ile,,,,,,,4298.396410727973,858384.0974485778
20,20,20,20,20,20,20,20,5604,5605,06037104108,California,CA,Los Angeles,9,5551.0,,,,,,0.718609259592866,,0.950639524410016,,0.486578994775716,,0.070629370629371,,0.161194029850746,,0.414703377803008,,0.062691406953702,,0.096739326247523,10.3523682191781,60.5619725490196,0.235739262009025,30.0,0.4,2089.51616534806,,0.213432835820895,0.098563394576562,0.617910935151885,6.77329549166867,0.0,,20.12105926860025,59.64456854620788,23.71410556656458,53.89569446946495,46.709601873536286,57.488740767429285,33.7746352008647,40.96072779679336,36.64907223923617,50.30264817150062,0.0,,89.0,90.0,82.0,65.0,82.0,92.0,58.0,26.0,28.0,83.0,33.0,75.0,65.0,80.0,47.0,57.0,51.0,70.0,0.0,,51.0,94.0,57.0,81.0,78.0,93.0,71.0,78.0,73.0,88.0,0.0,,9.0,10.0,9.0,7.0,10.0,9.0,6.0,3.0,3.0,9.0,4.0,8.0,7.0,9.0,5.0,6.0,6.0,8.0,1.0,0.0,6.0,10.0,6.0,9.0,8.0,10.0,8.0,8.0,8.0,9.0,1.0,0.0,89 %ile,90 %ile,82 %ile,65 %ile,82 %ile,92 %ile,58 %ile,26 %ile,28 %ile,83 %ile,33 %ile,75 %ile,65 %ile,80 %ile,47 %ile,57 %ile,51 %ile,70 %ile,0 %ile,,51 %ile,94 %ile,57 %ile,81 %ile,78 %ile,93 %ile,71 %ile,78 %ile,73 %ile,88 %ile,0 %ile,,,,,,,7002.327516491191,1609878.272545884
21,21,21,21,21,21,21,21,5605,5606,06037104124,California,CA,Los Angeles,9,3843.0,,,,,,0.491642646970515,,0.713505074160811,,0.269780219780219,,0.128260869565217,,0.151326053042121,,0.16846264367816,,0.090033827738746,,0.174342961228207,10.2046838356164,61.4668222222222,0.174831849964767,30.0,0.4,2633.25082886923,,0.33357041251778,0.096295264900603,0.51153058118292,3.39260246716895,0.0,,12.291066174262872,41.78962499249377,10.324495586380817,36.87319852278863,31.95677205308348,41.29798234552326,29.498558818230897,27.53198823034884,22.615561760643686,22.615561760643686,0.0,,57.0,58.0,51.0,92.0,80.0,62.0,86.0,69.0,25.0,85.0,21.0,75.0,65.0,84.0,60.0,56.0,46.0,46.0,0.0,,36.0,83.0,30.0,58.0,56.0,81.0,66.0,62.0,55.0,54.0,0.0,,6.0,6.0,6.0,10.0,7.0,9.0,9.0,7.0,3.0,9.0,3.0,8.0,7.0,9.0,7.0,6.0,5.0,5.0,1.0,0.0,4.0,9.0,4.0,6.0,6.0,9.0,7.0,7.0,6.0,6.0,1.0,0.0,57 %ile,58 %ile,51 %ile,92 %ile,80 %ile,62 %ile,86 %ile,69 %ile,25 %ile,85 %ile,21 %ile,75 %ile,65 %ile,84 %ile,60 %ile,56 %ile,46 %ile,46 %ile,0 %ile,,36 %ile,83 %ile,30 %ile,58 %ile,56 %ile,81 %ile,66 %ile,62 %ile,55 %ile,54 %ile,0 %ile,,,,,,,14622.376110962708,6579433.176491436
22,22,22,22,22,22,22,22,5606,5607,06037104201,California,CA,Los Angeles,9,4718.0,,,,,,0.699533427818217,,0.988766426451886,,0.410300429184549,,0.041292639138241,,0.131236442516268,,0.435260842237586,,0.058923272573124,,0.127172530733361,10.2369920547945,60.9757836601307,0.287392826880504,30.0,0.4,6163.88548883408,,0.63232104121475,0.081997095928038,0.196948544296165,8.95566919487053,0.0,1.9273797895e-05,18.187869123273654,58.76080793673027,31.479004251819788,52.46500708636631,45.469672808184136,65.75614221491244,60.1598747923667,34.97667139091087,15.389735412000784,55.26314079763918,0.0,8.39440113381861,86.0,97.0,73.0,33.0,76.0,93.0,53.0,45.0,26.0,84.0,45.0,75.0,65.0,94.0,86.0,50.0,22.0,79.0,0.0,12.0,48.0,94.0,67.0,80.0,76.0,97.0,94.0,71.0,41.0,91.0,0.0,24.0,9.0,11.0,8.0,4.0,10.0,8.0,6.0,5.0,3.0,9.0,5.0,8.0,7.0,10.0,9.0,6.0,3.0,8.0,1.0,2.0,5.0,10.0,7.0,9.0,8.0,11.0,10.0,8.0,5.0,10.0,1.0,3.0,86 %ile,97 %ile,73 %ile,33 %ile,76 %ile,93 %ile,53 %ile,45 %ile,26 %ile,84 %ile,45 %ile,75 %ile,65 %ile,94 %ile,86 %ile,50 %ile,22 %ile,79 %ile,0 %ile,12 %ile,48 %ile,94 %ile,67 %ile,80 %ile,76 %ile,97 %ile,94 %ile,71 %ile,41 %ile,91 %ile,0 %ile,24 %ile,,,,,,5470.886354914309,1600779.5631572832
23,23,23,23,23,23,23,23,5607,5608,06037104203,California,CA,Los Angeles,9,5420.0,,,,,,0.754469228342898,,0.98560885608856,,0.523329600597237,,0.056266977105161,,0.251082251082251,,0.446777054997043,,0.05590405904059,,0.089852398523985,10.303478630137,60.6848633986928,0.291028257807467,30.0,0.4,1916.6015797286,,0.432034632034632,0.088313803907532,0.237590778367808,8.7840485762632,0.0,5.402693085e-06,20.370669165258256,62.620945952460566,33.95111527543043,56.58519212571738,49.0404998422884,58.84859981074608,52.05837675565999,39.23239987383072,21.125138393601155,59.60306903908898,0.0,6.035753826743187,93.0,96.0,86.0,51.0,93.0,94.0,48.0,22.0,27.0,83.0,45.0,75.0,65.0,78.0,69.0,52.0,28.0,79.0,0.0,8.0,52.0,95.0,70.0,84.0,81.0,94.0,89.0,76.0,52.0,93.0,0.0,17.0,10.0,11.0,9.0,6.0,10.0,10.0,5.0,3.0,3.0,9.0,5.0,8.0,7.0,8.0,7.0,6.0,3.0,8.0,1.0,1.0,6.0,11.0,8.0,9.0,9.0,10.0,9.0,8.0,6.0,10.0,1.0,2.0,93 %ile,96 %ile,86 %ile,51 %ile,93 %ile,94 %ile,48 %ile,22 %ile,27 %ile,83 %ile,45 %ile,75 %ile,65 %ile,78 %ile,69 %ile,52 %ile,28 %ile,79 %ile,0 %ile,8 %ile,52 %ile,95 %ile,70 %ile,84 %ile,81 %ile,94 %ile,89 %ile,76 %ile,52 %ile,93 %ile,0 %ile,17 %ile,,,,,,4082.2503723164177,1039483.908443621
24,24,24,24,24,24,24,24,5608,5609,06037104204,California,CA,Los Angeles,9,3684.0,,,,,,0.674196474717273,,0.913137893593919,,0.435255055840627,,0.057917436845348,,0.100795755968169,,0.348471986417657,,0.068946796959826,,0.102877307274701,10.20084,61.293161437908495,0.200356120999013,30.0,0.4,5735.28912437918,,0.169469598965071,0.087183915741658,0.221161901198902,5.90193663067985,0.0,,16.854911867931825,56.63250387625094,17.5291083426491,50.56473560379548,43.822770856622746,63.37446862342368,28.31625193812547,35.0582166852982,17.5291083426491,43.822770856622746,0.0,,83.0,84.0,76.0,53.0,67.0,86.0,67.0,30.0,25.0,84.0,26.0,75.0,65.0,94.0,42.0,52.0,26.0,65.0,0.0,,45.0,93.0,45.0,77.0,74.0,96.0,65.0,71.0,46.0,82.0,0.0,,9.0,9.0,8.0,6.0,9.0,7.0,7.0,4.0,3.0,9.0,3.0,8.0,7.0,10.0,5.0,6.0,3.0,7.0,1.0,0.0,5.0,10.0,5.0,8.0,8.0,11.0,7.0,8.0,5.0,9.0,1.0,0.0,83 %ile,84 %ile,76 %ile,53 %ile,67 %ile,86 %ile,67 %ile,30 %ile,25 %ile,84 %ile,26 %ile,75 %ile,65 %ile,94 %ile,42 %ile,52 %ile,26 %ile,65 %ile,0 %ile,,45 %ile,93 %ile,45 %ile,77 %ile,74 %ile,96 %ile,65 %ile,71 %ile,46 %ile,82 %ile,0 %ile,,,,,,,11156.477897896428,3912763.2905095015
25,25,25,25,25,25,25,25,5609,5610,06037104310,California,CA,Los Angeles,9,4961.0,,,,,,0.653547999200913,,0.978431767788752,,0.328664230613073,,0.056,,0.130901287553648,,0.470963624760689,,0.0649062688974,,0.099576698246321,10.3428260273973,60.41121241830071,0.298587324512221,30.0,0.4,4673.89805424972,,0.628661087866108,0.082976878067083,0.212745981587442,13.7754098735769,0.0,0.000279568898147,17.64579597842464,54.24448393367575,30.71675596244289,49.01609994006844,42.480619948059314,59.47286792728304,56.20512793127848,32.677399960045626,16.338699980022813,60.12641592648396,0.0,16.992247979223727,81.0,95.0,61.0,51.0,76.0,95.0,61.0,28.0,27.0,83.0,47.0,75.0,65.0,91.0,86.0,50.0,25.0,92.0,0.0,26.0,47.0,91.0,66.0,76.0,72.0,94.0,92.0,68.0,43.0,93.0,0.0,45.0,9.0,11.0,7.0,6.0,11.0,8.0,7.0,3.0,3.0,9.0,5.0,8.0,7.0,10.0,9.0,6.0,3.0,10.0,1.0,3.0,5.0,10.0,7.0,8.0,8.0,10.0,10.0,7.0,5.0,10.0,1.0,5.0,81 %ile,95 %ile,61 %ile,51 %ile,76 %ile,95 %ile,61 %ile,28 %ile,27 %ile,83 %ile,47 %ile,75 %ile,65 %ile,91 %ile,86 %ile,50 %ile,25 %ile,92 %ile,0 %ile,26 %ile,47 %ile,91 %ile,66 %ile,76 %ile,72 %ile,94 %ile,92 %ile,68 %ile,43 %ile,93 %ile,0 %ile,45 %ile,,,,,,7054.246782157446,2214855.179271008
26,26,26,26,26,26,26,26,5610,5611,06037104321,California,CA,Los Angeles,9,3128.0,,,,,,0.637947570332481,,0.985933503836317,,0.289961636828644,,0.044055944055944,,0.460834181078331,,0.462741490340386,,0.028452685421995,,0.209398976982097,10.3541438356164,60.3535137254902,0.301957874686484,30.0,0.4,50.1087569178272,,0.752646775745909,0.091365914114915,0.439567086166026,10.7317153035154,0.0,0.000172751378546,17.862531969309455,52.94964833759588,29.983535805626584,47.84606777493604,41.46659207161123,10.207161125319688,59.96707161125317,34.449168797953945,26.79379795396418,54.225543478260846,0.0,15.310741687979531,79.0,96.0,55.0,36.0,99.0,95.0,13.0,81.0,28.0,83.0,47.0,75.0,65.0,16.0,94.0,54.0,42.0,85.0,0.0,24.0,47.0,91.0,65.0,74.0,71.0,29.0,94.0,70.0,61.0,90.0,0.0,41.0,8.0,11.0,6.0,4.0,11.0,11.0,2.0,9.0,3.0,9.0,5.0,8.0,7.0,2.0,10.0,6.0,5.0,9.0,1.0,3.0,5.0,10.0,7.0,8.0,8.0,3.0,10.0,8.0,7.0,10.0,1.0,5.0,79 %ile,96 %ile,55 %ile,36 %ile,99 %ile,95 %ile,13 %ile,81 %ile,28 %ile,83 %ile,47 %ile,75 %ile,65 %ile,16 %ile,94 %ile,54 %ile,42 %ile,85 %ile,0 %ile,24 %ile,47 %ile,91 %ile,65 %ile,74 %ile,71 %ile,29 %ile,94 %ile,70 %ile,61 %ile,90 %ile,0 %ile,41 %ile,,,,,,3929.5840227285375,763132.152248954
27,27,27,27,27,27,27,27,5611,5612,06037104322,California,CA,Los Angeles,9,2005.0,,,,,,0.636907730673317,,0.969077306733167,,0.304738154613466,,0.00763358778626,,0.172707889125799,,0.637648809523809,,0.079800498753117,,0.125187032418952,10.3541438356164,60.3535137254902,0.301957874686484,30.0,0.4,4649.15211705034,,0.366737739872068,0.087994000164141,0.274952628029086,11.5468100044685,0.0,0.000182987111327,17.833416458852863,52.86334164588527,29.93466334164588,47.76807980049874,41.399002493765565,57.9586034912718,40.12518703241894,33.11920199501246,20.38104738154613,55.410972568578536,0.0,15.285785536159596,78.0,93.0,58.0,3.0,84.0,99.0,79.0,44.0,28.0,83.0,47.0,75.0,65.0,91.0,63.0,52.0,32.0,87.0,0.0,24.0,47.0,91.0,65.0,74.0,71.0,93.0,78.0,68.0,51.0,91.0,0.0,41.0,8.0,10.0,6.0,1.0,11.0,9.0,8.0,5.0,3.0,9.0,5.0,8.0,7.0,10.0,7.0,6.0,4.0,9.0,1.0,3.0,5.0,10.0,7.0,8.0,8.0,10.0,8.0,7.0,6.0,10.0,1.0,5.0,78 %ile,93 %ile,58 %ile,3 %ile,84 %ile,99 %ile,79 %ile,44 %ile,28 %ile,83 %ile,47 %ile,75 %ile,65 %ile,91 %ile,63 %ile,52 %ile,32 %ile,87 %ile,0 %ile,24 %ile,47 %ile,91 %ile,65 %ile,74 %ile,71 %ile,93 %ile,78 %ile,68 %ile,51 %ile,91 %ile,0 %ile,41 %ile,,,,,,5394.845747990816,1016349.721069606
28,28,28,28,28,28,28,28,5612,5613,06037104401,California,CA,Los Angeles,9,3134.0,,,,,,0.71888959795788,,0.98308870453095,,0.454690491384811,,0.041237113402062,,0.204113924050632,,0.470005216484089,,0.053924696873006,,0.111678366305041,10.4165583561644,59.993145751634,0.307867760233046,30.0,0.4,5851.61081819178,,0.723723723723723,0.088499983930265,0.446833550614033,11.4337286721258,0.0,0.000322949292585,20.847798340778528,58.948947032546194,34.50670070197826,53.91671984684103,46.72782386726223,67.57562220804076,66.137843012125,38.10114869176766,30.91225271218886,62.5433950223356,0.0,19.410019144862773,89.0,96.0,79.0,32.0,89.0,95.0,45.0,35.0,29.0,82.0,48.0,75.0,65.0,94.0,92.0,53.0,43.0,87.0,0.0,27.0,52.0,94.0,71.0,82.0,78.0,97.0,97.0,75.0,66.0,94.0,0.0,51.0,9.0,11.0,8.0,4.0,11.0,9.0,5.0,4.0,3.0,9.0,5.0,8.0,7.0,10.0,10.0,6.0,5.0,9.0,1.0,3.0,6.0,10.0,8.0,9.0,8.0,11.0,11.0,8.0,7.0,10.0,1.0,6.0,89 %ile,96 %ile,79 %ile,32 %ile,89 %ile,95 %ile,45 %ile,35 %ile,29 %ile,82 %ile,48 %ile,75 %ile,65 %ile,94 %ile,92 %ile,53 %ile,43 %ile,87 %ile,0 %ile,27 %ile,52 %ile,94 %ile,71 %ile,82 %ile,78 %ile,97 %ile,97 %ile,75 %ile,66 %ile,94 %ile,0 %ile,51 %ile,,,,,,4589.251508321633,999745.5044061968
29,29,29,29,29,29,29,29,5613,5614,06037104403,California,CA,Los Angeles,9,2723.0,,,,,,0.655621742367833,,1.0,,0.311243484735666,,0.087225274725275,,0.15625,,0.390041493775933,,0.060962174072714,,0.16746235769372,10.4878649315068,59.59589869281049,0.321363148284472,30.0,0.4,12386.0491169019,,0.67065868263473,0.094282317188496,0.632367383492381,9.079557516700532,0.0,0.000146345513969,19.668652271035,53.10536113179448,33.43670886075948,49.17163067758747,42.615413253909146,64.90655249441546,57.694713328369296,36.059195830230806,34.09233060312732,52.44973938942664,0.0,15.07930007446016,81.0,99.0,59.0,78.0,81.0,90.0,56.0,66.0,30.0,81.0,51.0,75.0,65.0,99.0,88.0,55.0,52.0,80.0,0.0,23.0,50.0,91.0,69.0,76.0,73.0,96.0,93.0,72.0,70.0,89.0,0.0,41.0,9.0,11.0,6.0,8.0,10.0,9.0,6.0,7.0,4.0,9.0,6.0,8.0,7.0,11.0,9.0,6.0,6.0,9.0,1.0,3.0,6.0,10.0,7.0,8.0,8.0,11.0,10.0,8.0,8.0,9.0,1.0,5.0,81 %ile,99 %ile,59 %ile,78 %ile,81 %ile,90 %ile,56 %ile,66 %ile,30 %ile,81 %ile,51 %ile,75 %ile,65 %ile,99 %ile,88 %ile,55 %ile,52 %ile,80 %ile,0 %ile,23 %ile,50 %ile,91 %ile,69 %ile,76 %ile,73 %ile,96 %ile,93 %ile,72 %ile,70 %ile,89 %ile,0 %ile,41 %ile,,,,,,5936.158415037055,1017108.3419659216
30,30,30,30,30,30,30,30,5614,5615,06037104404,California,CA,Los Angeles,9,3592.0,,,,,,0.740533348798065,,0.981347438752784,,0.499719258843346,,0.076281287246722,,0.123521681997371,,0.506266786034019,,0.048719376391982,,0.104120267260579,10.4417734246575,59.8631130718954,0.314588449235339,30.0,0.4,762.531209670811,,0.661082474226804,0.092054065212606,0.492461844797309,9.725026915825293,0.0,0.000156787323744,21.47546711514389,60.72373460144133,37.02666743990325,55.54000115985488,48.13466767187423,45.172534276681965,65.16693469422972,39.98880083509551,33.32400069591292,60.72373460144133,0.0,17.032267022355494,91.0,95.0,84.0,71.0,73.0,97.0,37.0,31.0,29.0,82.0,50.0,75.0,65.0,61.0,88.0,54.0,45.0,82.0,0.0,23.0,54.0,95.0,73.0,83.0,80.0,85.0,97.0,77.0,69.0,94.0,0.0,45.0,10.0,11.0,9.0,8.0,11.0,8.0,4.0,4.0,3.0,9.0,6.0,8.0,7.0,7.0,9.0,6.0,5.0,9.0,1.0,3.0,6.0,11.0,8.0,9.0,9.0,9.0,11.0,8.0,7.0,10.0,1.0,5.0,91 %ile,95 %ile,84 %ile,71 %ile,73 %ile,97 %ile,37 %ile,31 %ile,29 %ile,82 %ile,50 %ile,75 %ile,65 %ile,61 %ile,88 %ile,54 %ile,45 %ile,82 %ile,0 %ile,23 %ile,54 %ile,95 %ile,73 %ile,83 %ile,80 %ile,85 %ile,97 %ile,77 %ile,69 %ile,94 %ile,0 %ile,45 %ile,,,,,,4037.761590615784,791998.1872562752
31,31,31,31,31,31,31,31,5615,5616,06037104500,California,CA,Los Angeles,9,2866.0,,,,,,0.744761829650686,,0.992672714584787,,0.496850944716585,,0.034506089309878,,0.240589198036006,,0.496022727272727,,0.106420097697138,,0.109909281228192,10.519484109589,59.479637254902,0.323136997687236,30.0,0.4,1904.41741630223,,0.779160186625194,0.099875831879258,0.814800840623378,9.73265404179979,0.0,2.5917036254e-05,22.34285488952058,60.32570820170557,38.72761514183568,55.857137223801445,48.40951892729459,58.09142271275351,70.75237381681518,42.45142429008912,43.94094794939048,61.07047003135626,0.0,9.68190378545892,92.0,98.0,84.0,25.0,92.0,96.0,93.0,34.0,30.0,81.0,52.0,75.0,65.0,78.0,95.0,57.0,59.0,82.0,0.0,13.0,55.0,94.0,75.0,84.0,80.0,93.0,98.0,79.0,80.0,94.0,0.0,28.0,10.0,11.0,9.0,3.0,11.0,10.0,10.0,4.0,4.0,9.0,6.0,8.0,7.0,8.0,11.0,6.0,6.0,9.0,1.0,2.0,6.0,10.0,8.0,9.0,9.0,10.0,11.0,8.0,9.0,10.0,1.0,3.0,92 %ile,98 %ile,84 %ile,25 %ile,92 %ile,96 %ile,93 %ile,34 %ile,30 %ile,81 %ile,52 %ile,75 %ile,65 %ile,78 %ile,95 %ile,57 %ile,59 %ile,82 %ile,0 %ile,13 %ile,55 %ile,94 %ile,75 %ile,84 %ile,80 %ile,93 %ile,98 %ile,79 %ile,80 %ile,94 %ile,0 %ile,28 %ile,,,,,,4173.335121244848,779197.6640385947
